customer_id,response,total_spend,num_orders,last_purchase,first_purchase
CS2828,0,1350,20,2015-01-27,2011-08-20
CS2829,0,1794,24,2015-01-24,2011-06-24
CS2830,0,2070,28,2014-12-08,2011-06-05
CS2831,0,1250,17,2015-01-29,2012-01-19
CS2832,0,1585,24,2015-02-20,2011-05-23
CS2833,1,1299,18,2015-03-13,2011-08-05
CS2834,0,1747,24,2015-02-17,2011-05-23
CS2835,0,1800,24,2014-10-02,2011-09-27
CS2836,0,1297,18,2015-02-10,2011-09-01
CS2837,0,1813,26,2015-02-24,2011-06-11
CS2838,1,1446,18,2014-07-09,2011-05-25
CS2839,0,1295,19,2014-12-16,2011-08-26
CS2840,1,2074,29,2015-02-02,2011-08-23
CS2841,0,792,12,2014-08-10,2011-06-12
CS2842,0,1733,24,2015-02-25,2011-06-11
CS2843,0,1374,18,2014-09-29,2011-07-22
CS2844,0,740,11,2014-09-08,2011-09-15
CS2845,0,1829,27,2015-01-02,2011-05-25
CS2846,0,1283,19,2015-03-09,2011-09-08
CS2847,0,1493,21,2014-12-10,2011-05-26
CS2848,0,1331,19,2015-01-09,2011-06-08
CS2849,0,1301,21,2015-01-09,2011-07-03
CS2850,0,1131,17,2015-02-18,2011-07-13
CS2851,0,1392,19,2014-09-16,2011-07-24
CS2852,0,1151,16,2014-10-14,2011-05-30
CS2853,0,1779,25,2015-02-03,2011-06-22
CS2854,1,1564,23,2015-02-27,2011-08-07
CS2855,0,1346,19,2014-12-15,2011-09-28
CS2856,0,1448,21,2015-01-16,2011-05-29
CS2857,0,1095,15,2014-10-31,2011-07-08
CS2858,0,1555,23,2015-01-26,2011-05-28
CS2859,0,792,13,2015-02-27,2011-08-27
CS2860,0,1356,21,2014-09-25,2011-06-22
CS2861,0,1082,14,2015-03-06,2011-06-08
CS2862,0,1734,24,2015-02-21,2011-07-25
CS2863,0,1716,25,2014-11-03,2011-08-07
CS2864,0,1442,23,2015-01-19,2011-07-19
CS2865,0,1868,25,2015-02-07,2011-05-24
CS2866,0,1488,22,2015-02-27,2011-07-22
CS2867,1,1464,21,2015-02-23,2011-05-31
CS2868,0,1507,20,2015-01-27,2011-06-15
CS2869,0,1452,21,2015-02-17,2011-11-07
CS2870,0,1670,24,2015-01-28,2011-06-15
CS2871,0,2124,29,2014-10-22,2011-05-30
CS2872,0,1674,22,2015-03-15,2011-05-29
CS2873,0,2045,29,2015-02-28,2011-07-20
CS2874,0,930,14,2015-01-05,2011-05-27
CS2875,0,1007,15,2015-02-24,2011-06-02
CS2876,0,1369,21,2015-03-01,2011-10-13
CS2877,0,1677,24,2015-03-15,2011-06-01
CS2878,1,1610,23,2015-01-04,2011-07-20
CS2879,0,1028,15,2014-12-20,2011-07-02
CS2880,0,1482,20,2014-12-27,2011-06-23
CS2881,0,1801,26,2014-09-19,2011-06-04
CS2882,0,781,11,2014-07-25,2011-05-30
CS2883,0,1658,21,2014-09-15,2011-09-11
CS2884,0,1399,21,2015-03-16,2011-10-11
CS2885,0,1781,28,2015-02-14,2011-08-04
CS2886,0,897,16,2014-12-02,2011-08-15
CS2887,0,1527,25,2015-02-10,2011-06-09
CS2888,0,1792,24,2014-09-06,2011-07-27
CS2889,1,1536,22,2015-02-08,2011-07-25
CS2890,0,1308,19,2015-01-07,2011-08-01
CS2891,1,1823,24,2015-01-19,2011-05-27
CS2892,0,1181,17,2014-09-23,2011-07-10
CS2893,0,1724,24,2015-03-11,2011-06-03
CS2894,0,1377,19,2015-02-27,2011-05-25
CS2895,0,1304,21,2015-02-26,2011-08-13
CS2896,0,1845,24,2015-01-27,2011-06-14
CS2897,0,1188,16,2015-02-17,2011-05-16
CS2898,0,1336,21,2015-02-10,2011-05-18
CS2899,1,1673,24,2015-03-02,2011-06-24
CS2900,0,1954,26,2015-03-06,2011-10-23
CS2901,0,1259,19,2014-09-07,2011-10-18
CS2902,0,1961,28,2014-11-27,2011-06-27
CS2903,1,1289,17,2014-10-14,2011-06-20
CS2904,0,1869,25,2015-03-10,2011-10-25
CS2905,0,1185,17,2014-12-20,2011-09-30
CS2906,1,1935,27,2015-01-18,2011-05-29
CS2907,0,2039,29,2015-02-12,2011-05-26
CS2908,0,1061,16,2015-01-10,2011-06-23
CS2909,0,1412,19,2015-02-12,2011-10-01
CS2910,0,1345,23,2015-03-05,2011-06-22
CS2911,0,1511,21,2015-02-10,2011-05-18
CS2912,0,1361,20,2014-12-21,2011-06-15
CS2913,1,1490,21,2014-08-14,2011-06-20
CS2914,1,1792,26,2014-12-19,2011-10-19
CS2915,0,1749,24,2014-12-21,2011-07-15
CS2916,1,1514,21,2015-01-12,2011-11-29
CS2917,0,1474,20,2015-03-15,2011-07-05
CS2918,0,1741,24,2015-03-07,2011-06-08
CS2919,0,1313,18,2015-02-24,2011-06-22
CS2920,0,1419,21,2015-03-09,2011-07-09
CS2921,1,1044,16,2015-01-22,2011-07-01
CS2922,0,977,15,2015-03-11,2011-05-21
CS2923,0,966,13,2014-09-02,2011-06-05
CS2924,0,1459,21,2015-03-11,2011-06-05
CS2925,0,997,14,2015-03-14,2011-08-03
CS2926,0,986,14,2015-02-19,2011-06-02
CS2927,0,1581,25,2015-03-03,2011-06-16
CS2928,0,1243,17,2014-10-27,2011-06-19
CS2929,0,1449,22,2015-03-16,2011-06-02
CS2930,0,1955,26,2015-01-27,2011-12-21
CS2931,1,1550,21,2015-03-11,2011-06-14
CS2932,0,1228,18,2014-11-25,2011-05-16
CS2933,0,900,13,2014-10-07,2011-09-10
CS2934,0,1227,17,2015-02-27,2011-07-05
CS2935,0,1388,21,2015-03-06,2011-05-27
CS2936,0,813,13,2015-01-13,2011-05-18
CS2937,0,1394,20,2015-03-02,2011-07-17
CS2938,0,2039,30,2014-12-13,2011-05-30
CS2939,0,1227,17,2015-02-20,2011-08-31
CS2940,0,1334,21,2014-12-19,2011-06-06
CS2941,0,1077,13,2014-05-08,2011-08-24
CS2942,0,1246,17,2015-01-05,2011-08-15
CS2943,0,1306,19,2015-03-06,2012-08-09
CS2944,0,1239,17,2014-08-04,2011-08-19
CS2945,0,1911,26,2015-03-08,2011-05-18
CS2946,0,2238,31,2015-03-05,2011-10-30
CS2947,0,1348,19,2014-11-07,2011-07-16
CS2948,0,1199,17,2014-09-02,2012-02-25
CS2949,0,1581,24,2014-12-05,2011-07-06
CS2950,0,1072,16,2015-01-28,2011-06-23
CS2951,1,2382,32,2014-08-31,2011-05-20
CS2952,1,1691,25,2015-02-01,2011-07-26
CS2953,0,1093,17,2015-01-22,2011-07-04
CS2954,0,1404,17,2015-01-27,2011-07-30
CS2955,0,1191,17,2015-02-15,2011-07-20
CS2956,1,2050,29,2015-03-10,2011-06-08
CS2957,0,1251,19,2015-01-12,2011-11-06
CS2958,0,778,13,2014-11-30,2011-07-12
CS2959,0,1124,16,2015-03-02,2011-05-25
CS2960,0,1178,16,2015-02-09,2011-12-04
CS2961,0,2183,30,2015-01-22,2011-06-03
CS2962,0,1639,23,2015-03-16,2011-07-09
CS2963,0,1109,16,2014-12-25,2011-06-18
CS2964,0,1363,21,2014-12-10,2011-06-24
CS2965,0,793,13,2014-10-05,2011-07-25
CS2966,0,1143,18,2014-09-04,2011-06-22
CS2967,0,1425,21,2015-03-16,2011-06-12
CS2968,0,1649,24,2015-01-23,2011-06-11
CS2969,0,1314,18,2015-03-07,2011-10-13
CS2970,0,1496,21,2015-03-07,2011-06-01
CS2971,1,1029,16,2014-09-09,2011-06-01
CS2972,0,1301,19,2014-08-27,2011-11-07
CS2973,0,1317,19,2014-09-11,2011-06-09
CS2974,0,1368,19,2014-12-25,2011-05-31
CS2975,0,1387,22,2015-01-21,2011-05-17
CS2976,0,897,14,2014-08-25,2011-05-21
CS2977,0,1490,21,2015-03-06,2011-06-06
CS2978,0,1470,20,2014-11-17,2011-08-31
CS2979,0,1398,20,2015-03-14,2011-08-11
CS2980,0,1562,21,2014-09-30,2011-06-30
CS2981,0,1369,18,2014-11-28,2011-07-15
CS2982,0,1543,22,2014-12-24,2011-07-22
CS2983,0,1524,23,2015-03-05,2011-06-11
CS2984,0,1955,29,2015-01-24,2011-07-07
CS2985,0,1133,16,2014-08-02,2011-07-16
CS2986,0,1720,25,2014-12-26,2011-06-13
CS2987,0,1508,20,2014-12-18,2011-08-08
CS2988,0,1543,22,2015-02-26,2011-06-10
CS2989,0,1702,26,2015-03-07,2011-12-19
CS2990,1,1765,27,2014-12-12,2011-06-06
CS2991,0,1568,22,2015-03-09,2011-06-06
CS2992,1,1031,16,2014-09-28,2011-11-09
CS2993,0,1190,16,2015-01-02,2011-07-19
CS2994,0,1470,22,2015-02-02,2011-07-20
CS2995,0,794,14,2015-02-05,2011-06-28
CS2996,1,1719,25,2014-12-09,2011-09-09
CS2997,0,1503,21,2014-11-27,2011-06-08
CS2998,0,1456,21,2015-02-10,2011-06-08
CS2999,0,1262,19,2014-10-18,2011-05-30
CS3000,0,1379,20,2015-03-08,2011-09-04
CS3001,0,1193,15,2014-07-25,2011-05-27
CS3002,0,1394,22,2015-02-01,2011-05-28
CS3003,0,1213,17,2015-02-18,2011-06-17
CS3004,0,1939,24,2015-03-15,2011-06-29
CS3005,1,1740,23,2015-01-11,2011-05-18
CS3006,0,1732,24,2015-03-03,2011-05-26
CS3007,0,1127,16,2014-06-06,2011-10-24
CS3008,0,1788,24,2015-02-13,2011-05-27
CS3009,0,895,14,2015-03-09,2011-08-12
CS3010,0,1862,26,2015-03-16,2011-05-26
CS3011,0,1890,28,2014-12-14,2011-05-21
CS3012,0,1688,24,2015-02-03,2011-07-10
CS3013,0,2259,35,2015-03-09,2011-07-05
CS3014,1,1641,23,2014-12-26,2011-12-02
CS3015,0,1601,24,2015-03-04,2011-08-13
CS3016,0,634,9,2014-04-25,2011-08-29
CS3017,1,1424,19,2014-07-03,2011-07-06
CS3018,0,1190,19,2014-06-01,2011-05-25
CS3019,0,1593,23,2015-02-01,2011-05-21
CS3020,0,1486,23,2015-03-06,2011-05-20
CS3021,0,871,13,2015-01-02,2011-07-26
CS3022,0,1469,21,2015-01-17,2011-06-30
CS3023,1,1242,19,2015-01-04,2011-09-11
CS3024,0,1738,24,2014-11-06,2011-07-07
CS3025,1,960,13,2014-12-28,2011-12-30
CS3026,0,1409,21,2015-02-10,2011-07-05
CS3027,0,1345,19,2015-02-09,2011-09-08
CS3028,0,2214,31,2015-03-02,2011-07-29
CS3029,0,1705,24,2015-01-03,2011-05-24
CS3030,0,1579,23,2015-01-31,2011-06-23
CS3031,0,1407,20,2015-02-19,2011-07-09
CS3032,0,1305,17,2015-03-05,2011-05-25
CS3033,0,981,14,2014-11-09,2011-07-03
CS3034,0,1555,22,2014-12-22,2011-05-25
CS3035,0,1365,20,2014-11-11,2011-06-14
CS3036,0,1587,23,2015-02-16,2011-06-09
CS3037,0,1324,21,2015-01-24,2011-07-09
CS3038,0,1283,17,2015-02-16,2011-11-28
CS3039,0,1296,17,2015-02-20,2011-07-03
CS3040,0,1266,17,2015-02-24,2011-07-28
CS3041,0,1397,22,2015-03-11,2011-06-09
CS3042,0,936,14,2015-02-10,2011-05-19
CS3043,0,1154,17,2014-12-02,2011-07-02
CS3044,0,1576,22,2015-03-12,2011-06-09
CS3045,0,1351,18,2015-01-16,2011-06-24
CS3046,0,1631,22,2015-01-13,2011-08-03
CS3047,0,1729,25,2015-01-07,2011-05-31
CS3048,0,693,11,2015-01-29,2011-05-24
CS3049,0,1333,21,2015-03-02,2011-06-29
CS3050,0,1206,20,2014-12-06,2011-05-27
CS3051,0,1375,19,2014-11-23,2011-07-18
CS3052,1,1811,26,2015-02-04,2011-07-04
CS3053,0,1311,15,2015-01-14,2011-10-04
CS3054,0,1028,14,2015-02-23,2012-01-13
CS3055,0,1542,21,2015-01-14,2011-06-01
CS3056,0,1169,17,2014-11-10,2011-09-16
CS3057,0,924,13,2014-12-05,2011-06-22
CS3058,0,1810,25,2015-03-04,2011-06-28
CS3059,0,1349,18,2014-12-17,2011-05-17
CS3060,0,1763,24,2014-11-28,2011-07-31
CS3061,0,1749,23,2015-01-13,2011-06-01
CS3062,0,1546,21,2015-01-18,2011-05-24
CS3063,0,919,14,2014-12-01,2011-10-21
CS3064,0,1425,22,2014-02-28,2011-06-06
CS3065,0,967,16,2014-11-07,2011-10-08
CS3066,0,1273,19,2014-12-24,2011-09-27
CS3067,0,1450,22,2015-02-27,2011-05-20
CS3068,0,1181,18,2015-01-21,2011-10-25
CS3069,0,1487,22,2015-01-28,2011-05-26
CS3070,0,1433,21,2015-01-25,2011-06-09
CS3071,0,1642,23,2015-02-22,2011-05-26
CS3072,0,1154,18,2015-01-16,2011-06-20
CS3073,0,1940,27,2015-02-13,2011-05-18
CS3074,0,1794,22,2015-01-08,2011-05-24
CS3075,0,1261,19,2015-03-13,2011-10-30
CS3076,0,1605,21,2015-02-21,2011-05-24
CS3077,0,1977,29,2015-01-05,2011-07-22
CS3078,0,1021,17,2015-03-10,2011-10-14
CS3079,1,1535,24,2014-11-03,2011-05-18
CS3080,0,1596,24,2015-03-03,2011-05-19
CS3081,0,1472,21,2014-12-15,2011-05-28
CS3082,1,1400,21,2014-12-27,2011-07-31
CS3083,0,1069,17,2015-01-02,2011-05-30
CS3084,0,904,12,2014-05-19,2011-09-11
CS3085,0,1618,23,2014-11-21,2011-06-05
CS3086,1,1561,23,2015-02-04,2011-06-10
CS3087,0,1007,16,2014-12-27,2011-12-09
CS3088,0,1106,16,2014-09-03,2011-07-06
CS3089,0,1050,14,2014-11-23,2011-05-29
CS3090,1,1198,18,2014-12-26,2011-09-24
CS3091,0,881,14,2014-10-08,2011-10-20
CS3092,0,1594,21,2014-12-22,2011-06-06
CS3093,0,1383,21,2015-02-16,2011-08-14
CS3094,0,1121,15,2014-06-18,2011-06-15
CS3095,0,1634,24,2014-11-04,2011-06-27
CS3096,0,1325,18,2015-01-24,2011-12-28
CS3097,0,1296,19,2014-09-30,2011-08-23
CS3098,0,1359,21,2014-08-24,2011-06-01
CS3099,0,1112,17,2014-11-27,2011-06-20
CS3100,0,1437,18,2015-03-03,2011-05-21
CS3101,0,2106,30,2015-03-09,2011-06-14
CS3102,0,1031,14,2014-11-21,2011-05-24
CS3103,0,1006,16,2015-03-13,2011-06-22
CS3104,0,1174,17,2014-10-11,2011-05-23
CS3105,1,1432,21,2015-02-21,2011-07-31
CS3106,0,1270,18,2014-10-19,2011-07-03
CS3107,0,1233,17,2015-02-15,2011-08-20
CS3108,0,1032,16,2014-06-22,2011-06-22
CS3109,1,1402,20,2015-03-09,2011-06-16
CS3110,0,1279,19,2014-11-15,2011-06-16
CS3111,0,1644,21,2014-08-18,2011-06-02
CS3112,1,1225,20,2014-11-16,2011-05-26
CS3113,0,937,12,2014-11-18,2011-06-08
CS3114,0,1173,18,2014-09-26,2012-10-21
CS3115,0,1074,15,2015-02-24,2011-07-09
CS3116,1,1918,25,2015-02-22,2011-05-26
CS3117,0,1562,23,2014-11-02,2011-07-31
CS3118,0,1436,22,2015-03-02,2011-11-30
CS3119,0,1642,22,2015-01-07,2011-06-05
CS3120,0,808,12,2015-01-28,2011-06-26
CS3121,0,1694,23,2015-03-10,2012-02-10
CS3122,0,1519,23,2015-02-13,2011-05-19
CS3123,0,1543,23,2015-03-03,2011-11-20
CS3124,0,1335,19,2014-11-17,2011-07-06
CS3125,0,1116,14,2015-01-06,2011-06-07
CS3126,1,1304,20,2014-10-11,2011-06-08
CS3127,0,1665,26,2015-03-16,2011-06-08
CS3128,0,1472,23,2014-12-19,2011-05-16
CS3129,0,1894,27,2015-03-10,2011-07-10
CS3130,0,1674,24,2015-02-23,2011-09-10
CS3131,0,2060,28,2015-03-10,2011-06-08
CS3132,0,1719,22,2015-03-12,2011-07-26
CS3133,0,892,14,2014-08-20,2011-09-13
CS3134,1,1203,19,2014-10-26,2011-06-03
CS3135,0,1097,16,2014-10-31,2011-11-09
CS3136,1,1629,24,2015-01-08,2011-06-08
CS3137,0,1201,17,2015-03-10,2011-10-05
CS3138,0,999,16,2014-10-27,2011-06-02
CS3139,0,1673,23,2015-03-03,2011-10-09
CS3140,0,852,12,2014-08-22,2011-10-25
CS3141,0,1772,25,2015-01-29,2011-07-27
CS3142,0,1463,19,2015-02-15,2011-06-11
CS3143,0,1432,23,2015-02-01,2011-07-03
CS3144,0,1808,25,2015-02-13,2011-07-18
CS3145,0,1339,21,2015-02-16,2011-06-20
CS3146,0,1316,18,2015-03-10,2011-07-16
CS3147,1,1211,17,2014-10-09,2011-07-05
CS3148,0,1474,20,2014-06-16,2011-05-16
CS3149,0,783,12,2015-01-28,2011-07-29
CS3150,0,1149,16,2015-02-26,2011-08-04
CS3151,0,1275,18,2015-01-02,2011-07-26
CS3152,0,924,15,2014-12-15,2011-11-17
CS3153,0,1331,18,2014-10-09,2011-06-07
CS3154,0,1478,22,2014-12-08,2011-06-19
CS3155,0,1858,25,2015-01-14,2011-06-05
CS3156,0,1624,24,2014-11-07,2011-06-13
CS3157,0,1686,22,2015-01-19,2011-07-14
CS3158,0,1229,17,2014-11-25,2011-08-10
CS3159,0,1462,20,2015-02-04,2011-06-12
CS3160,0,1019,16,2014-11-19,2011-06-17
CS3161,0,1253,18,2015-01-12,2012-01-12
CS3162,0,998,17,2015-02-28,2011-07-25
CS3163,0,2413,31,2015-01-12,2011-07-29
CS3164,0,1916,29,2014-11-27,2011-06-21
CS3165,0,2202,30,2014-11-21,2011-05-23
CS3166,0,1697,25,2015-03-02,2011-06-01
CS3167,0,1345,18,2014-12-24,2012-07-28
CS3168,0,962,14,2015-02-14,2012-02-01
CS3169,0,1061,14,2015-01-30,2011-06-24
CS3170,0,1178,18,2014-10-30,2011-05-23
CS3171,0,1205,16,2014-11-23,2011-08-06
CS3172,0,1465,22,2014-12-28,2011-07-15
CS3173,0,1085,17,2015-03-06,2011-07-24
CS3174,0,1581,23,2015-01-25,2011-05-30
CS3175,0,954,13,2015-01-20,2011-10-14
CS3176,0,895,16,2015-03-06,2012-07-08
CS3177,0,1246,18,2015-01-30,2011-06-08
CS3178,0,1543,21,2015-02-01,2011-06-12
CS3179,0,1572,24,2015-01-13,2011-06-01
CS3180,1,1911,25,2014-11-17,2011-12-18
CS3181,0,1593,22,2014-08-18,2011-05-29
CS3182,0,1630,25,2015-02-20,2011-05-29
CS3183,0,1370,21,2015-01-02,2011-09-07
CS3184,0,1578,20,2015-02-20,2011-06-05
CS3185,0,939,13,2014-10-14,2011-06-12
CS3186,0,1581,21,2014-12-15,2011-07-02
CS3187,0,1487,21,2015-01-30,2011-07-08
CS3188,0,1188,18,2014-12-17,2011-07-24
CS3189,0,1652,24,2015-02-01,2011-07-26
CS3190,0,1684,23,2015-01-18,2011-06-11
CS3191,0,1478,23,2015-01-21,2011-09-12
CS3192,0,891,12,2014-12-27,2012-01-06
CS3193,0,1288,19,2015-03-15,2011-09-24
CS3194,0,1459,22,2015-02-28,2011-05-18
CS3195,0,1743,27,2015-03-01,2011-05-21
CS3196,0,1540,22,2014-12-19,2011-06-02
CS3197,0,1176,16,2014-10-27,2011-07-02
CS3198,0,1742,24,2015-02-19,2011-06-03
CS3199,0,1542,24,2015-01-30,2011-06-03
CS3200,0,1015,14,2014-10-22,2011-09-21
CS3201,0,2014,26,2014-12-16,2011-05-19
CS3202,0,1565,21,2015-01-14,2011-05-17
CS3203,0,1319,18,2014-12-13,2011-07-22
CS3204,0,1154,19,2015-01-20,2011-06-29
CS3205,0,1522,23,2015-03-16,2011-12-10
CS3206,0,1256,18,2015-03-14,2011-05-19
CS3207,1,1322,20,2015-02-09,2011-12-29
CS3208,0,1123,15,2014-08-16,2011-07-26
CS3209,0,1707,23,2015-01-22,2011-07-19
CS3210,0,1772,24,2015-01-31,2011-06-17
CS3211,0,741,11,2015-02-08,2011-07-20
CS3212,0,1689,21,2014-11-17,2011-05-27
CS3213,0,1446,24,2014-10-19,2011-06-05
CS3214,0,1464,21,2014-12-29,2011-06-22
CS3215,1,1128,16,2015-01-14,2011-06-21
CS3216,0,1597,22,2015-01-15,2011-08-03
CS3217,0,1506,19,2015-03-11,2011-10-15
CS3218,0,1717,22,2015-03-10,2011-05-20
CS3219,0,1654,23,2015-01-12,2011-07-28
CS3220,0,1429,20,2015-03-15,2011-08-02
CS3221,0,2159,28,2014-10-19,2011-06-29
CS3222,0,1828,25,2015-03-02,2011-06-02
CS3223,0,1699,24,2014-10-09,2011-08-28
CS3224,0,1751,26,2015-01-31,2011-08-30
CS3225,0,1204,16,2014-10-11,2011-08-28
CS3226,0,1183,17,2014-07-20,2011-09-19
CS3227,0,1545,21,2014-11-30,2011-06-19
CS3228,1,2047,28,2014-12-05,2011-10-15
CS3229,0,1754,27,2015-02-01,2011-05-21
CS3230,0,1222,19,2014-11-17,2011-07-05
CS3231,0,1314,19,2014-12-20,2011-07-13
CS3232,1,1562,21,2014-12-31,2011-06-01
CS3233,0,1177,16,2015-02-23,2011-08-22
CS3234,1,1707,26,2015-03-12,2011-09-24
CS3235,0,790,13,2015-01-18,2012-06-16
CS3236,0,995,15,2015-03-13,2011-07-12
CS3237,0,1545,22,2015-02-24,2011-08-11
CS3238,0,1529,21,2015-03-16,2011-08-14
CS3239,0,769,13,2014-10-02,2011-07-28
CS3240,0,1016,16,2014-11-28,2011-08-17
CS3241,0,1257,17,2014-11-28,2011-05-28
CS3242,0,1843,24,2015-01-21,2011-08-15
CS3243,0,1358,18,2014-12-23,2011-05-29
CS3244,1,1095,15,2014-08-15,2011-06-05
CS3245,1,1321,20,2014-11-02,2011-05-27
CS3246,0,1012,15,2015-02-25,2011-08-10
CS3247,0,1597,21,2014-10-17,2011-08-24
CS3248,0,823,14,2015-01-20,2012-01-11
CS3249,1,1868,28,2015-01-08,2011-05-24
CS3250,0,1217,18,2015-01-13,2011-05-29
CS3251,0,1162,18,2015-03-09,2011-05-31
CS3252,0,1039,15,2015-02-14,2011-05-21
CS3253,0,1241,19,2014-12-28,2011-05-26
CS3254,0,1443,21,2015-01-21,2011-06-25
CS3255,1,1197,19,2014-12-31,2011-05-24
CS3256,1,1384,20,2014-10-05,2012-02-07
CS3257,0,1135,16,2015-01-19,2011-06-14
CS3258,0,1348,20,2014-12-05,2011-06-04
CS3259,1,1674,23,2015-01-27,2011-06-23
CS3260,1,1654,21,2015-02-06,2011-06-30
CS3261,0,1047,16,2014-04-30,2011-06-23
CS3262,0,1555,22,2015-02-26,2011-09-17
CS3263,0,1415,20,2015-01-15,2011-09-21
CS3264,0,1271,17,2015-02-09,2011-06-15
CS3265,0,1292,20,2014-11-05,2011-07-08
CS3266,0,973,16,2014-07-15,2011-06-28
CS3267,0,1393,20,2015-01-02,2011-05-27
CS3268,0,1685,22,2014-10-20,2011-07-01
CS3269,0,882,13,2014-11-01,2011-06-09
CS3270,0,2349,33,2015-03-13,2011-08-20
CS3271,0,1747,26,2015-02-04,2011-06-17
CS3272,0,1393,19,2015-01-20,2011-05-30
CS3273,0,1190,18,2015-03-12,2011-05-23
CS3274,0,1824,26,2015-01-28,2011-06-05
CS3275,0,1126,18,2015-03-12,2011-09-04
CS3276,0,1626,24,2015-02-24,2011-06-08
CS3277,0,1431,20,2015-01-16,2011-07-23
CS3278,0,1866,27,2015-03-03,2011-08-11
CS3279,0,1331,21,2015-03-15,2011-05-17
CS3280,1,1253,18,2015-01-04,2011-05-18
CS3281,1,961,15,2014-12-03,2011-06-30
CS3282,0,1239,17,2015-02-17,2011-05-20
CS3283,0,1338,20,2015-01-06,2011-06-29
CS3284,0,1139,17,2015-02-11,2011-08-02
CS3285,0,1619,21,2014-08-22,2011-06-12
CS3286,0,1150,18,2014-12-29,2011-06-13
CS3287,0,1297,19,2015-02-21,2011-09-01
CS3288,0,1496,21,2014-08-17,2011-07-02
CS3289,0,1963,26,2015-01-06,2011-06-16
CS3290,0,1639,23,2015-01-18,2011-07-30
CS3291,0,1994,26,2015-02-17,2011-07-26
CS3292,0,1592,21,2015-02-09,2011-06-21
CS3293,0,1000,14,2014-10-28,2011-07-08
CS3294,0,1225,18,2015-03-16,2011-08-24
CS3295,1,1655,23,2015-01-07,2011-08-05
CS3296,0,1560,24,2015-02-06,2011-06-18
CS3297,0,979,15,2014-11-10,2012-02-24
CS3298,0,1574,23,2015-03-16,2011-09-04
CS3299,0,1509,23,2014-12-08,2011-06-02
CS3300,0,966,16,2015-03-08,2011-06-07
CS3301,0,1668,25,2014-12-27,2011-07-16
CS3302,0,1702,24,2015-02-13,2011-07-29
CS3303,0,834,13,2014-12-29,2011-06-28
CS3304,0,1634,24,2014-09-23,2011-05-21
CS3305,0,1549,23,2015-02-18,2011-06-01
CS3306,0,1018,14,2015-02-25,2011-06-23
CS3307,0,1037,13,2015-01-14,2011-08-29
CS3308,0,975,14,2015-01-31,2011-08-16
CS3309,0,1159,16,2015-01-13,2011-09-06
CS3310,0,1595,22,2014-12-10,2011-05-21
CS3311,0,1850,26,2015-02-04,2011-05-24
CS3312,0,937,13,2014-09-07,2011-05-19
CS3313,1,1561,23,2015-01-08,2011-10-01
CS3314,0,1048,15,2015-02-20,2011-07-26
CS3315,0,1805,26,2015-03-01,2011-08-26
CS3316,0,1176,16,2015-03-16,2011-06-17
CS3317,0,565,8,2015-03-09,2012-05-17
CS3318,1,1437,19,2014-08-27,2011-07-14
CS3319,0,833,14,2015-01-28,2011-07-27
CS3320,0,928,14,2015-02-07,2011-08-19
CS3321,0,1487,22,2015-03-13,2011-09-24
CS3322,0,1814,23,2015-01-27,2011-06-16
CS3323,0,1145,17,2014-12-28,2011-10-03
CS3324,0,1905,27,2015-02-24,2011-08-18
CS3325,0,1194,19,2014-11-08,2011-05-26
CS3326,0,1588,23,2015-01-05,2011-08-05
CS3327,0,1843,26,2014-08-20,2011-07-27
CS3328,0,1260,18,2015-01-16,2011-08-10
CS3329,0,1164,18,2014-10-04,2011-06-05
CS3330,0,1490,23,2015-01-27,2011-05-29
CS3331,0,1124,16,2014-06-25,2011-06-15
CS3332,0,1441,18,2015-01-19,2011-06-03
CS3333,0,1300,18,2015-01-23,2011-11-19
CS3334,0,1339,20,2015-02-11,2011-08-26
CS3335,0,1651,22,2015-03-14,2011-05-20
CS3336,0,1167,17,2015-03-05,2011-12-04
CS3337,0,1579,25,2014-09-28,2011-05-30
CS3338,0,1092,16,2015-02-03,2011-11-12
CS3339,0,1966,26,2015-03-02,2011-06-23
CS3340,1,1399,21,2015-02-21,2011-07-13
CS3341,0,970,15,2015-01-31,2011-08-30
CS3342,0,1348,18,2015-02-21,2011-06-25
CS3343,0,1600,24,2014-12-01,2011-10-09
CS3344,0,769,11,2014-09-23,2011-07-05
CS3345,0,1399,19,2015-01-06,2011-07-06
CS3346,0,1430,18,2014-07-19,2011-07-07
CS3347,1,1297,19,2014-12-21,2011-06-14
CS3348,0,2024,28,2015-02-23,2011-10-13
CS3349,0,1483,20,2014-12-21,2011-06-12
CS3350,0,1300,18,2015-03-11,2011-11-29
CS3351,0,1370,20,2014-12-27,2011-05-26
CS3352,0,1190,16,2015-01-26,2011-08-20
CS3353,0,1823,26,2015-03-09,2011-06-16
CS3354,0,963,16,2015-02-03,2011-08-25
CS3355,0,2118,30,2015-02-23,2011-06-04
CS3356,0,2221,31,2015-01-10,2011-08-01
CS3357,0,1482,22,2014-11-08,2011-05-25
CS3358,0,1613,23,2014-04-19,2011-05-22
CS3359,0,1712,25,2015-03-06,2011-06-21
CS3360,0,1410,22,2014-10-13,2011-06-11
CS3361,1,1225,17,2014-10-17,2011-07-20
CS3362,1,2303,30,2014-11-13,2011-05-29
CS3363,0,1570,23,2014-12-11,2011-12-29
CS3364,1,1082,15,2015-01-02,2011-06-01
CS3365,0,1747,23,2014-10-13,2011-06-02
CS3366,0,1869,24,2015-02-08,2011-05-16
