customer_id,trans_date,tran_amount,response,month,year,day_of_week
CS2664,2013-12-28,56,0,12,2013,Saturday
CS3924,2012-06-09,82,0,6,2012,Saturday
CS5752,2013-03-26,102,0,3,2013,Tuesday
CS3978,2014-03-21,63,0,3,2014,Friday
CS4897,2012-12-24,48,1,12,2012,Monday
CS1536,2011-11-12,48,0,11,2011,Saturday
CS1485,2013-10-27,54,0,10,2013,Sunday
CS1435,2012-01-08,36,0,1,2012,Sunday
CS3686,2014-03-22,61,0,3,2014,Saturday
CS1937,2011-12-21,59,0,12,2011,Wednesday
CS1240,2014-09-10,46,0,9,2014,Wednesday
CS1240,2012-12-22,41,0,12,2012,Saturday
CS3172,2012-06-01,38,0,6,2012,Friday
CS5246,2011-06-04,102,0,6,2011,Saturday
CS2369,2014-01-05,72,0,1,2014,Sunday
CS6091,2014-08-17,63,0,8,2014,Sunday
CS2910,2012-04-09,80,0,4,2012,Monday
CS2388,2014-01-02,41,0,1,2014,Thursday
CS3291,2013-08-03,92,0,8,2013,Saturday
CS2604,2012-05-23,67,0,5,2012,Wednesday
CS3408,2014-11-06,97,0,11,2014,Thursday
CS4674,2014-07-23,105,0,7,2014,Wednesday
CS2627,2013-11-26,36,0,11,2013,Tuesday
CS5335,2012-05-07,59,0,5,2012,Monday
CS5775,2011-08-11,84,0,8,2011,Thursday
CS1464,2013-01-13,91,0,1,2013,Sunday
CS5450,2013-10-08,74,0,10,2013,Tuesday
CS3524,2014-06-27,85,0,6,2014,Friday
CS5467,2012-02-17,36,0,2,2012,Friday
CS2975,2014-02-03,47,0,2,2014,Monday
CS4639,2013-01-21,44,0,1,2013,Monday
CS1770,2013-03-23,47,0,3,2013,Saturday
CS3570,2015-02-12,42,0,2,2015,Thursday
CS2862,2012-02-06,70,0,2,2012,Monday
CS5580,2011-10-25,74,0,10,2011,Tuesday
CS3955,2012-06-01,42,0,6,2012,Friday
CS3802,2012-01-24,89,1,1,2012,Tuesday
CS1503,2014-02-09,102,0,2,2014,Sunday
CS1605,2014-06-13,63,0,6,2014,Friday
CS1148,2012-07-11,90,1,7,2012,Wednesday
CS5249,2014-12-03,100,0,12,2014,Wednesday
CS5962,2014-10-24,76,0,10,2014,Friday
CS4035,2014-05-06,85,0,5,2014,Tuesday
CS2430,2014-07-16,73,0,7,2014,Wednesday
CS5787,2013-02-19,100,0,2,2013,Tuesday
CS2356,2013-03-20,41,0,3,2013,Wednesday
CS2985,2011-07-16,87,0,7,2011,Saturday
CS3042,2011-11-24,77,0,11,2011,Thursday
CS5193,2013-05-22,39,0,5,2013,Wednesday
CS1128,2014-04-19,100,0,4,2014,Saturday
CS1581,2011-08-29,60,0,8,2011,Monday
CS5446,2013-04-04,62,0,4,2013,Thursday
CS4841,2012-11-05,95,0,11,2012,Monday
CS3484,2012-04-06,70,0,4,2012,Friday
CS4411,2013-04-18,91,1,4,2013,Thursday
CS5845,2011-12-28,104,0,12,2011,Wednesday
CS4591,2012-04-10,91,0,4,2012,Tuesday
CS5278,2011-08-07,84,0,8,2011,Sunday
CS2913,2013-02-17,49,1,2,2013,Sunday
CS3561,2012-03-07,46,0,3,2012,Wednesday
CS2363,2011-08-08,47,0,8,2011,Monday
CS5907,2014-05-03,94,0,5,2014,Saturday
CS3221,2012-04-24,51,0,4,2012,Tuesday
CS5799,2014-03-24,37,0,3,2014,Monday
CS2962,2013-09-04,93,0,9,2013,Wednesday
CS2631,2012-08-23,100,0,8,2012,Thursday
CS2440,2014-10-08,48,0,10,2014,Wednesday
CS1135,2013-01-07,38,1,1,2013,Monday
CS5832,2013-10-07,72,0,10,2013,Monday
CS5480,2011-11-23,62,1,11,2011,Wednesday
CS3968,2014-08-08,80,0,8,2014,Friday
CS4460,2011-09-10,37,0,9,2011,Saturday
CS2225,2012-02-14,77,0,2,2012,Tuesday
CS3164,2012-08-29,95,0,8,2012,Wednesday
CS5685,2013-05-31,66,0,5,2013,Friday
CS1133,2012-08-12,38,0,8,2012,Sunday
CS4932,2011-09-15,45,0,9,2011,Thursday
CS3075,2012-03-01,98,0,3,2012,Thursday
CS5868,2014-06-07,41,1,6,2014,Saturday
CS1511,2012-07-09,101,0,7,2012,Monday
CS3370,2013-09-03,82,0,9,2013,Tuesday
CS5738,2013-02-02,63,0,2,2013,Saturday
CS4057,2011-11-30,50,0,11,2011,Wednesday
CS1818,2015-01-09,71,0,1,2015,Friday
CS1384,2012-10-31,44,0,10,2012,Wednesday
CS3689,2012-09-09,45,0,9,2012,Sunday
CS4863,2011-06-09,62,0,6,2011,Thursday
CS2333,2012-08-28,72,0,8,2012,Tuesday
CS4847,2011-10-20,90,0,10,2011,Thursday
CS4919,2013-08-04,85,0,8,2013,Sunday
CS1887,2013-02-26,59,0,2,2013,Tuesday
CS2826,2014-03-24,61,0,3,2014,Monday
CS2476,2012-11-05,100,0,11,2012,Monday
CS5829,2012-08-04,91,0,8,2012,Saturday
CS1838,2011-09-11,56,0,9,2011,Sunday
CS1503,2014-10-23,98,0,10,2014,Thursday
CS1501,2012-04-24,98,0,4,2012,Tuesday
CS1320,2011-07-24,76,0,7,2011,Sunday
CS4682,2013-05-29,71,0,5,2013,Wednesday
CS2514,2013-06-03,41,0,6,2013,Monday
CS5663,2012-02-04,105,1,2,2012,Saturday
CS3994,2013-06-23,40,0,6,2013,Sunday
CS3136,2014-06-28,46,1,6,2014,Saturday
CS3270,2014-03-26,65,0,3,2014,Wednesday
CS4781,2014-03-02,103,0,3,2014,Sunday
CS1957,2012-12-27,64,0,12,2012,Thursday
CS3414,2014-08-06,51,0,8,2014,Wednesday
CS2527,2011-09-08,73,0,9,2011,Thursday
CS5676,2013-03-11,82,0,3,2013,Monday
CS2400,2013-05-07,76,0,5,2013,Tuesday
CS3690,2012-11-24,59,0,11,2012,Saturday
CS5629,2014-04-27,101,1,4,2014,Sunday
CS5594,2013-11-09,72,1,11,2013,Saturday
CS5197,2014-04-09,91,0,4,2014,Wednesday
CS1928,2012-12-03,43,0,12,2012,Monday
CS2965,2011-07-25,46,0,7,2011,Monday
CS6087,2013-05-29,101,0,5,2013,Wednesday
CS5470,2013-07-03,73,0,7,2013,Wednesday
CS6074,2014-04-27,49,0,4,2014,Sunday
CS4589,2012-07-16,63,0,7,2012,Monday
CS3229,2014-03-01,36,0,3,2014,Saturday
CS5438,2011-12-18,92,0,12,2011,Sunday
CS2944,2013-10-13,86,0,10,2013,Sunday
CS6049,2013-10-18,40,0,10,2013,Friday
CS4234,2013-10-17,36,0,10,2013,Thursday
CS3456,2012-10-24,77,1,10,2012,Wednesday
CS3107,2013-07-21,89,0,7,2013,Sunday
CS5040,2011-06-28,92,0,6,2011,Tuesday
CS2526,2014-01-01,36,0,1,2014,Wednesday
CS2714,2015-02-07,66,0,2,2015,Saturday
CS1423,2012-08-27,73,0,8,2012,Monday
CS1546,2011-10-27,68,0,10,2011,Thursday
CS3459,2014-02-16,93,0,2,2014,Sunday
CS1563,2011-06-27,100,0,6,2011,Monday
CS3212,2013-05-04,94,0,5,2013,Saturday
CS5897,2012-09-29,53,0,9,2012,Saturday
CS1811,2014-03-05,82,0,3,2014,Wednesday
CS5936,2014-02-23,36,0,2,2014,Sunday
CS1658,2013-07-15,62,0,7,2013,Monday
CS2229,2013-06-19,84,1,6,2013,Wednesday
CS3946,2012-09-11,63,0,9,2012,Tuesday
CS4760,2012-08-22,70,0,8,2012,Wednesday
CS4952,2013-12-01,93,1,12,2013,Sunday
CS1991,2012-05-25,101,0,5,2012,Friday
CS2356,2012-08-02,75,0,8,2012,Thursday
CS5936,2015-01-13,52,0,1,2015,Tuesday
CS5581,2013-03-26,86,0,3,2013,Tuesday
CS5227,2012-08-01,94,0,8,2012,Wednesday
CS5049,2011-11-20,68,0,11,2011,Sunday
CS1952,2011-10-19,39,0,10,2011,Wednesday
CS2678,2011-11-07,44,0,11,2011,Monday
CS2863,2014-03-27,90,0,3,2014,Thursday
CS4927,2012-12-14,47,0,12,2012,Friday
CS1510,2014-02-05,96,0,2,2014,Wednesday
CS4222,2015-02-24,54,0,2,2015,Tuesday
CS3577,2013-08-19,102,0,8,2013,Monday
CS5406,2012-02-02,72,1,2,2012,Thursday
CS5969,2013-04-18,84,1,4,2013,Thursday
CS1989,2012-09-04,65,1,9,2012,Tuesday
CS1850,2015-01-21,64,0,1,2015,Wednesday
CS5803,2011-08-19,50,0,8,2011,Friday
CS2689,2013-05-11,58,0,5,2013,Saturday
CS2974,2014-11-16,73,0,11,2014,Sunday
CS3495,2014-07-03,87,1,7,2014,Thursday
CS4339,2012-06-01,88,1,6,2012,Friday
CS4093,2013-07-18,43,0,7,2013,Thursday
CS4218,2013-06-11,69,0,6,2013,Tuesday
CS5383,2014-08-05,60,0,8,2014,Tuesday
CS2943,2014-08-13,52,0,8,2014,Wednesday
CS5451,2014-05-06,51,0,5,2014,Tuesday
CS1579,2011-07-19,69,0,7,2011,Tuesday
CS5519,2011-12-07,93,0,12,2011,Wednesday
CS4680,2014-04-04,105,0,4,2014,Friday
CS3344,2012-04-04,52,0,4,2012,Wednesday
CS4666,2011-05-23,51,1,5,2011,Monday
CS4509,2014-02-03,41,0,2,2014,Monday
CS3417,2012-07-15,54,0,7,2012,Sunday
CS5873,2013-08-12,72,1,8,2013,Monday
CS3468,2013-03-07,99,1,3,2013,Thursday
CS5375,2012-07-28,43,1,7,2012,Saturday
CS1879,2014-03-24,103,0,3,2014,Monday
CS4157,2012-07-01,90,1,7,2012,Sunday
CS2856,2014-10-03,70,0,10,2014,Friday
CS3034,2014-12-22,80,0,12,2014,Monday
CS3440,2013-12-02,63,0,12,2013,Monday
CS5190,2013-07-11,100,0,7,2013,Thursday
CS1220,2014-11-10,97,0,11,2014,Monday
CS2747,2011-07-13,64,0,7,2011,Wednesday
CS2001,2013-10-18,70,0,10,2013,Friday
CS1367,2012-08-07,58,0,8,2012,Tuesday
CS1330,2012-11-21,36,0,11,2012,Wednesday
CS5894,2012-02-02,91,0,2,2012,Thursday
CS4090,2013-11-25,73,0,11,2013,Monday
CS2026,2015-02-19,53,1,2,2015,Thursday
CS4106,2014-07-15,57,1,7,2014,Tuesday
CS4214,2013-06-06,44,0,6,2013,Thursday
CS3521,2014-07-04,58,0,7,2014,Friday
CS5536,2012-10-29,37,0,10,2012,Monday
CS1951,2012-04-16,82,0,4,2012,Monday
CS1772,2013-01-05,60,1,1,2013,Saturday
CS4302,2012-06-22,44,0,6,2012,Friday
CS4533,2014-05-31,86,1,5,2014,Saturday
CS1424,2014-04-13,54,0,4,2014,Sunday
CS4952,2012-11-23,98,1,11,2012,Friday
CS4556,2013-04-30,49,0,4,2013,Tuesday
CS4625,2012-08-01,55,0,8,2012,Wednesday
CS5605,2012-07-28,101,0,7,2012,Saturday
CS4804,2013-11-25,63,0,11,2013,Monday
CS1820,2014-03-11,100,0,3,2014,Tuesday
CS1396,2013-10-15,74,0,10,2013,Tuesday
CS2307,2013-08-12,69,0,8,2013,Monday
CS3460,2012-03-18,47,0,3,2012,Sunday
CS4318,2011-09-14,95,0,9,2011,Wednesday
CS2272,2014-05-01,63,0,5,2014,Thursday
CS1218,2012-07-16,66,0,7,2012,Monday
CS2718,2011-10-12,38,0,10,2011,Wednesday
CS1934,2013-02-14,95,0,2,2013,Thursday
CS2118,2012-11-30,61,0,11,2012,Friday
CS1290,2012-10-12,84,0,10,2012,Friday
CS5032,2011-10-14,63,0,10,2011,Friday
CS3223,2011-09-02,75,0,9,2011,Friday
CS5557,2012-10-10,76,0,10,2012,Wednesday
CS5574,2012-10-30,85,0,10,2012,Tuesday
CS2227,2015-01-15,74,1,1,2015,Thursday
CS5567,2013-08-17,40,0,8,2013,Saturday
CS2226,2015-02-18,53,0,2,2015,Wednesday
CS3695,2013-12-07,85,0,12,2013,Saturday
CS3548,2015-02-07,43,0,2,2015,Saturday
CS5994,2012-08-29,92,0,8,2012,Wednesday
CS5936,2013-12-08,95,0,12,2013,Sunday
CS2934,2012-10-03,91,0,10,2012,Wednesday
CS5048,2014-05-03,93,0,5,2014,Saturday
CS3251,2013-09-21,84,0,9,2013,Saturday
CS5049,2013-11-21,43,0,11,2013,Thursday
CS5991,2013-04-14,35,0,4,2013,Sunday
CS5996,2014-03-01,82,0,3,2014,Saturday
CS2305,2011-11-11,66,0,11,2011,Friday
CS2445,2012-07-31,37,0,7,2012,Tuesday
CS4697,2013-02-01,92,0,2,2013,Friday
CS1548,2012-08-06,67,0,8,2012,Monday
CS1791,2012-08-05,51,0,8,2012,Sunday
CS3964,2012-04-09,40,0,4,2012,Monday
CS4380,2014-12-02,58,1,12,2014,Tuesday
CS3710,2014-02-15,35,1,2,2014,Saturday
CS4569,2012-11-04,48,0,11,2012,Sunday
CS3035,2014-11-11,64,0,11,2014,Tuesday
CS5378,2014-02-24,40,0,2,2014,Monday
CS3411,2013-04-04,62,0,4,2013,Thursday
CS3911,2013-08-25,98,0,8,2013,Sunday
CS4828,2011-08-24,101,0,8,2011,Wednesday
CS2208,2012-06-07,69,0,6,2012,Thursday
CS2707,2011-05-24,78,0,5,2011,Tuesday
CS3322,2012-11-01,104,0,11,2012,Thursday
CS3520,2012-07-04,53,0,7,2012,Wednesday
CS4609,2013-12-24,62,0,12,2013,Tuesday
CS5191,2012-04-18,57,0,4,2012,Wednesday
CS5872,2012-10-04,75,1,10,2012,Thursday
CS5853,2014-10-12,88,0,10,2014,Sunday
CS2842,2013-04-23,47,0,4,2013,Tuesday
CS4561,2014-10-01,62,1,10,2014,Wednesday
CS4075,2012-12-11,102,0,12,2012,Tuesday
CS1950,2012-10-17,45,0,10,2012,Wednesday
CS5353,2012-04-19,61,0,4,2012,Thursday
CS3621,2011-07-19,92,0,7,2011,Tuesday
CS4316,2014-06-21,94,0,6,2014,Saturday
CS4228,2015-02-13,43,0,2,2015,Friday
CS3955,2014-04-22,68,0,4,2014,Tuesday
CS3861,2014-05-16,59,0,5,2014,Friday
CS5386,2015-02-14,92,1,2,2015,Saturday
CS3540,2014-06-12,50,0,6,2014,Thursday
CS1158,2011-07-16,49,0,7,2011,Saturday
CS2005,2011-08-29,63,0,8,2011,Monday
CS3242,2015-01-06,75,0,1,2015,Tuesday
CS2969,2012-11-22,81,0,11,2012,Thursday
CS1290,2012-03-29,53,0,3,2012,Thursday
CS6078,2015-02-23,81,0,2,2015,Monday
CS5876,2013-08-07,36,0,8,2013,Wednesday
CS1763,2014-10-11,37,0,10,2014,Saturday
CS4289,2014-04-03,35,0,4,2014,Thursday
CS1807,2014-08-09,77,0,8,2014,Saturday
CS4297,2012-01-19,35,1,1,2012,Thursday
CS5992,2012-06-05,73,0,6,2012,Tuesday
CS3737,2012-02-21,68,0,2,2012,Tuesday
CS4700,2015-03-14,62,0,3,2015,Saturday
CS2343,2013-07-28,94,0,7,2013,Sunday
CS4745,2015-01-26,90,0,1,2015,Monday
CS2372,2014-08-28,60,0,8,2014,Thursday
CS1725,2012-05-02,89,0,5,2012,Wednesday
CS1645,2014-06-07,58,0,6,2014,Saturday
CS4447,2014-07-31,51,0,7,2014,Thursday
CS2875,2012-07-12,97,0,7,2012,Thursday
CS5363,2014-04-13,93,0,4,2014,Sunday
CS5221,2011-08-14,51,0,8,2011,Sunday
CS2717,2013-06-21,50,0,6,2013,Friday
CS5741,2015-03-10,69,0,3,2015,Tuesday
CS5379,2012-09-27,87,0,9,2012,Thursday
CS3888,2013-04-07,44,0,4,2013,Sunday
CS4970,2015-02-16,76,0,2,2015,Monday
CS5389,2013-04-30,85,1,4,2013,Tuesday
CS6017,2013-01-29,53,0,1,2013,Tuesday
CS3535,2013-06-16,53,0,6,2013,Sunday
CS1442,2012-11-04,68,0,11,2012,Sunday
CS2373,2014-06-25,59,0,6,2014,Wednesday
CS6041,2014-01-25,89,0,1,2014,Saturday
CS3490,2013-11-05,51,0,11,2013,Tuesday
CS1619,2013-11-29,57,1,11,2013,Friday
CS3544,2013-12-29,54,0,12,2013,Sunday
CS4880,2014-12-18,64,0,12,2014,Thursday
CS5248,2012-09-25,45,0,9,2012,Tuesday
CS1380,2012-12-15,99,0,12,2012,Saturday
CS2116,2013-03-26,63,0,3,2013,Tuesday
CS1119,2014-02-26,93,0,2,2014,Wednesday
CS4175,2013-12-05,97,0,12,2013,Thursday
CS2405,2012-07-10,102,0,7,2012,Tuesday
CS2946,2014-06-17,82,0,6,2014,Tuesday
CS4605,2012-04-28,58,0,4,2012,Saturday
CS3755,2012-12-16,93,0,12,2012,Sunday
CS6015,2014-09-11,93,0,9,2014,Thursday
CS5755,2013-08-10,88,0,8,2013,Saturday
CS4199,2015-01-02,67,0,1,2015,Friday
CS3270,2014-09-22,59,0,9,2014,Monday
CS4135,2011-06-05,69,0,6,2011,Sunday
CS1208,2011-12-24,37,0,12,2011,Saturday
CS5738,2015-01-28,59,0,1,2015,Wednesday
CS3904,2014-04-01,73,0,4,2014,Tuesday
CS2357,2015-01-01,103,0,1,2015,Thursday
CS2942,2013-10-05,65,0,10,2013,Saturday
CS1935,2013-08-07,71,0,8,2013,Wednesday
CS4613,2013-12-14,82,1,12,2013,Saturday
CS3943,2013-09-18,77,0,9,2013,Wednesday
CS5502,2014-09-15,43,0,9,2014,Monday
CS3635,2011-09-09,86,0,9,2011,Friday
CS1412,2013-11-30,35,1,11,2013,Saturday
CS1552,2012-10-16,81,0,10,2012,Tuesday
CS1403,2011-12-08,66,1,12,2011,Thursday
CS2320,2011-05-24,104,0,5,2011,Tuesday
CS3076,2014-01-21,62,0,1,2014,Tuesday
CS3729,2014-06-17,49,0,6,2014,Tuesday
CS5193,2015-01-31,84,0,1,2015,Saturday
CS1518,2014-11-12,90,0,11,2014,Wednesday
CS1509,2012-04-09,104,0,4,2012,Monday
CS2575,2011-05-24,59,1,5,2011,Tuesday
CS4510,2012-04-26,67,0,4,2012,Thursday
CS1337,2013-07-29,104,0,7,2013,Monday
CS5506,2012-09-07,96,0,9,2012,Friday
CS4639,2011-05-22,36,0,5,2011,Sunday
CS1419,2012-05-01,51,0,5,2012,Tuesday
CS4840,2011-10-23,40,0,10,2011,Sunday
CS1680,2011-12-09,93,0,12,2011,Friday
CS3645,2013-04-04,82,1,4,2013,Thursday
CS2790,2012-02-19,65,0,2,2012,Sunday
CS3702,2014-09-11,65,1,9,2014,Thursday
CS3013,2012-11-05,66,0,11,2012,Monday
CS3243,2012-11-22,56,0,11,2012,Thursday
CS5860,2012-09-20,63,0,9,2012,Thursday
CS5790,2013-04-10,66,0,4,2013,Wednesday
CS5977,2011-10-12,55,0,10,2011,Wednesday
CS2769,2012-05-06,44,0,5,2012,Sunday
CS5258,2014-11-16,64,0,11,2014,Sunday
CS1212,2012-04-24,54,0,4,2012,Tuesday
CS2742,2012-07-05,70,0,7,2012,Thursday
CS2979,2013-11-21,87,0,11,2013,Thursday
CS2651,2012-01-03,58,0,1,2012,Tuesday
CS2550,2014-10-06,35,0,10,2014,Monday
CS1386,2013-07-28,88,0,7,2013,Sunday
CS5309,2014-07-16,65,0,7,2014,Wednesday
CS1668,2011-11-23,73,0,11,2011,Wednesday
CS5655,2012-09-12,76,0,9,2012,Wednesday
CS4515,2013-07-30,83,0,7,2013,Tuesday
CS5381,2013-02-27,51,0,2,2013,Wednesday
CS2587,2012-10-28,39,0,10,2012,Sunday
CS2188,2012-09-26,59,0,9,2012,Wednesday
CS5200,2011-09-01,48,0,9,2011,Thursday
CS3701,2014-08-28,82,0,8,2014,Thursday
CS5936,2013-11-16,89,0,11,2013,Saturday
CS3448,2012-03-19,98,0,3,2012,Monday
CS1289,2012-12-10,102,0,12,2012,Monday
CS5176,2013-10-17,97,1,10,2013,Thursday
CS1911,2012-05-06,103,0,5,2012,Sunday
CS3402,2012-02-16,36,0,2,2012,Thursday
CS2130,2012-09-06,101,1,9,2012,Thursday
CS3723,2014-06-23,87,0,6,2014,Monday
CS1131,2012-02-09,67,0,2,2012,Thursday
CS6070,2012-02-16,66,0,2,2012,Thursday
CS3737,2015-03-08,91,0,3,2015,Sunday
CS3350,2013-08-05,40,0,8,2013,Monday
CS1173,2012-02-19,90,1,2,2012,Sunday
CS2734,2013-04-04,97,0,4,2013,Thursday
CS1317,2014-09-05,85,0,9,2014,Friday
CS2274,2012-03-17,70,0,3,2012,Saturday
CS3040,2012-11-25,65,0,11,2012,Sunday
CS2278,2012-09-28,50,0,9,2012,Friday
CS2932,2014-06-01,87,0,6,2014,Sunday
CS4798,2013-11-03,49,1,11,2013,Sunday
CS5027,2014-07-03,56,0,7,2014,Thursday
CS2567,2015-01-07,64,0,1,2015,Wednesday
CS6037,2014-03-30,79,0,3,2014,Sunday
CS5370,2012-09-01,35,1,9,2012,Saturday
CS5928,2012-11-02,85,0,11,2012,Friday
CS4035,2012-08-15,38,0,8,2012,Wednesday
CS2321,2013-12-04,35,0,12,2013,Wednesday
CS5337,2012-03-01,102,0,3,2012,Thursday
CS3400,2012-03-28,63,0,3,2012,Wednesday
CS2927,2011-08-02,45,0,8,2011,Tuesday
CS3664,2013-11-21,71,0,11,2013,Thursday
CS5758,2012-09-06,97,0,9,2012,Thursday
CS2651,2013-08-14,86,0,8,2013,Wednesday
CS5882,2011-06-06,54,1,6,2011,Monday
CS3566,2013-07-26,45,0,7,2013,Friday
CS1989,2012-01-15,66,1,1,2012,Sunday
CS3109,2011-06-16,44,1,6,2011,Thursday
CS2587,2014-07-08,72,0,7,2014,Tuesday
CS4174,2011-12-16,72,0,12,2011,Friday
CS5876,2014-02-26,73,0,2,2014,Wednesday
CS1346,2011-08-03,56,0,8,2011,Wednesday
CS2893,2014-07-01,46,0,7,2014,Tuesday
CS3485,2012-05-13,53,1,5,2012,Sunday
CS1455,2011-08-28,92,0,8,2011,Sunday
CS5355,2012-06-15,54,0,6,2012,Friday
CS2941,2011-11-26,98,0,11,2011,Saturday
CS1968,2012-07-18,62,0,7,2012,Wednesday
CS5619,2014-07-15,65,0,7,2014,Tuesday
CS2040,2013-10-26,45,0,10,2013,Saturday
CS3722,2012-07-17,47,0,7,2012,Tuesday
CS2662,2014-05-21,94,0,5,2014,Wednesday
CS5021,2012-12-04,58,0,12,2012,Tuesday
CS5513,2014-04-03,67,0,4,2014,Thursday
CS3211,2015-01-11,82,0,1,2015,Sunday
CS3864,2012-01-15,100,0,1,2012,Sunday
CS4138,2011-11-26,81,0,11,2011,Saturday
CS5620,2012-05-26,51,1,5,2012,Saturday
CS1964,2015-01-23,69,1,1,2015,Friday
CS3228,2013-02-20,76,1,2,2013,Wednesday
CS3336,2015-01-11,57,0,1,2015,Sunday
CS4397,2012-09-16,90,0,9,2012,Sunday
CS1625,2012-08-26,72,0,8,2012,Sunday
CS3838,2013-06-16,98,0,6,2013,Sunday
CS2651,2011-07-16,77,0,7,2011,Saturday
CS2365,2014-10-13,95,0,10,2014,Monday
CS1886,2012-01-13,39,0,1,2012,Friday
CS2595,2014-11-01,67,1,11,2014,Saturday
CS3223,2012-12-28,51,0,12,2012,Friday
CS3440,2013-03-12,76,0,3,2013,Tuesday
CS4178,2014-04-09,36,0,4,2014,Wednesday
CS5722,2014-06-11,76,0,6,2014,Wednesday
CS5356,2014-05-01,96,1,5,2014,Thursday
CS3803,2012-10-07,41,0,10,2012,Sunday
CS2649,2011-08-28,58,1,8,2011,Sunday
CS4228,2012-04-30,61,0,4,2012,Monday
CS2630,2012-01-11,73,0,1,2012,Wednesday
CS4440,2012-01-13,77,0,1,2012,Friday
CS4865,2012-08-29,79,0,8,2012,Wednesday
CS2514,2013-01-09,82,0,1,2013,Wednesday
CS5013,2013-04-28,101,1,4,2013,Sunday
CS2832,2014-03-10,90,0,3,2014,Monday
CS5702,2014-07-22,37,0,7,2014,Tuesday
CS2673,2012-10-13,74,0,10,2012,Saturday
CS3339,2012-10-30,68,0,10,2012,Tuesday
CS2431,2012-02-07,90,0,2,2012,Tuesday
CS3268,2011-11-11,94,0,11,2011,Friday
CS1151,2014-02-07,104,0,2,2014,Friday
CS5591,2014-07-22,56,0,7,2014,Tuesday
CS4807,2011-06-11,54,0,6,2011,Saturday
CS2678,2011-06-01,90,0,6,2011,Wednesday
CS4644,2012-07-21,92,0,7,2012,Saturday
CS2203,2015-03-13,101,0,3,2015,Friday
CS4488,2013-05-16,89,0,5,2013,Thursday
CS1725,2012-10-31,84,0,10,2012,Wednesday
CS1359,2011-07-09,76,0,7,2011,Saturday
CS4292,2014-11-29,67,0,11,2014,Saturday
CS5423,2013-10-19,53,0,10,2013,Saturday
CS5183,2014-07-03,94,0,7,2014,Thursday
CS3383,2012-09-29,85,0,9,2012,Saturday
CS3964,2013-10-16,48,0,10,2013,Wednesday
CS3196,2013-12-03,79,0,12,2013,Tuesday
CS4228,2013-06-09,60,0,6,2013,Sunday
CS3918,2014-09-05,46,0,9,2014,Friday
CS3211,2015-02-08,38,0,2,2015,Sunday
CS2232,2012-10-02,67,0,10,2012,Tuesday
CS1957,2014-06-02,105,0,6,2014,Monday
CS4179,2014-09-28,66,0,9,2014,Sunday
CS5892,2013-05-29,91,0,5,2013,Wednesday
CS3847,2012-01-31,79,0,1,2012,Tuesday
CS3518,2011-12-04,91,0,12,2011,Sunday
CS1127,2014-06-12,55,0,6,2014,Thursday
CS1721,2014-01-06,40,0,1,2014,Monday
CS5555,2014-06-15,102,0,6,2014,Sunday
CS3897,2014-01-29,54,0,1,2014,Wednesday
CS3601,2014-06-18,55,0,6,2014,Wednesday
CS5969,2012-10-28,84,1,10,2012,Sunday
CS2801,2013-01-16,60,0,1,2013,Wednesday
CS4148,2013-05-29,71,0,5,2013,Wednesday
CS4355,2011-06-29,64,0,6,2011,Wednesday
CS4269,2012-08-04,61,0,8,2012,Saturday
CS2629,2014-07-08,73,0,7,2014,Tuesday
CS3174,2011-08-23,59,0,8,2011,Tuesday
CS1411,2014-10-28,40,0,10,2014,Tuesday
CS2622,2014-03-09,45,0,3,2014,Sunday
CS3279,2013-11-21,43,0,11,2013,Thursday
CS3799,2012-01-05,103,0,1,2012,Thursday
CS4345,2013-08-26,43,1,8,2013,Monday
CS2493,2014-04-28,85,0,4,2014,Monday
CS4057,2011-07-10,38,0,7,2011,Sunday
CS5313,2013-01-25,70,0,1,2013,Friday
CS4703,2013-11-26,62,0,11,2013,Tuesday
CS5674,2011-06-21,76,0,6,2011,Tuesday
CS4219,2014-10-06,71,0,10,2014,Monday
CS1633,2012-08-22,53,0,8,2012,Wednesday
CS3901,2013-06-15,96,0,6,2013,Saturday
CS3259,2015-01-08,52,1,1,2015,Thursday
CS2897,2015-02-14,42,0,2,2015,Saturday
CS2166,2011-06-04,55,0,6,2011,Saturday
CS4661,2011-12-09,99,0,12,2011,Friday
CS4566,2013-10-04,60,1,10,2013,Friday
CS5806,2012-11-12,80,0,11,2012,Monday
CS1722,2013-01-09,83,0,1,2013,Wednesday
CS3078,2013-05-16,104,0,5,2013,Thursday
CS2865,2011-05-24,105,0,5,2011,Tuesday
CS1309,2014-09-01,54,0,9,2014,Monday
CS1698,2012-05-08,41,0,5,2012,Tuesday
CS2508,2011-10-21,102,0,10,2011,Friday
CS3526,2013-04-30,72,0,4,2013,Tuesday
CS2168,2013-05-31,43,0,5,2013,Friday
CS6018,2014-12-03,67,0,12,2014,Wednesday
CS4458,2014-12-24,89,1,12,2014,Wednesday
CS1974,2014-06-15,57,0,6,2014,Sunday
CS3333,2013-07-21,52,0,7,2013,Sunday
CS3690,2012-09-01,65,0,9,2012,Saturday
CS1738,2013-08-10,42,0,8,2013,Saturday
CS4398,2012-10-29,94,0,10,2012,Monday
CS5809,2013-05-19,39,0,5,2013,Sunday
CS4272,2012-07-15,51,0,7,2012,Sunday
CS1489,2013-11-09,85,0,11,2013,Saturday
CS1423,2012-12-23,77,0,12,2012,Sunday
CS2756,2012-02-26,40,0,2,2012,Sunday
